App,Category,Rating,Reviews,Size,Installs,Price,Last updated date,Last updated time,Current Ver,Android Ver,Multidevice
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",0,17/05/2020,23:16,2.4,4.0.3 and up,true
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,0,16/07/2019,23:56,2.5,4.0.3 and up,false
Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7M,"5,000+",0,07/02/2018,15:03,8.2,4.0.3 and up,false
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",0,01/11/2017,8:11,8.2,4.0.3 and up,false
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,0,28/08/2016,22:30,1,4.0.3 and up,true
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9M,"10,000+",0,17/09/2015,15:26,8.2,4.0.3 and up,true
Random Video Chat,DATING,NaN,3,16M,"1,000+",0,30/03/2016,20:51,4.2,4.0.3 and up,false
MouseMingle,DATING,2.7,3,3.9M,100+,0,12/08/2017,13:20,1.0.0,4.4 and up,false
American Girls Mobile Numbers,DATING,5,5,4.4M,"1,000+",0,04/02/2018,9:04,3,4.0.3 and up,false
Random Video Chat App With Strangers,DATING,NaN,3,4.8M,"1,000+",0,03/06/2020,10:46,1,4.0 and up,false
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5M,"1,000+",0,21/07/2018,4:42,8.2,4.0.3 and up,true
Awake Dating,DATING,5,2,70M,100+,0,13/03/2016,16:43,2.2.9,4.4 and up,false
Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9M,500+,0,31/03/2016,5:01,8.2,4.0.3 and up,false
Meet With Strangers: Video Chat & Dating,DATING,NaN,2,3.7M,500+,0,07/09/2019,13:27,1,4.0 and up,false
FREE LIVE TALK,DATING,4.9,776,4.9M,"5,000+",0,05/07/2019,14:52,8.2,4.0.3 and up,true
Random Chat App with Strangers,DATING,3,2,16M,100+,0,16/04/2016,22:56,2.5,4.0.3 and up,true
Ost. Zombies Cast - New Music and Lyrics,DATING,NaN,1,4.6M,100+,0,09/01/2022,4:07,1,4.0.3 and up,true
Dating White Girls,DATING,NaN,0,3.6M,50+,0,20/03/2015,22:28,1,4.0 and up,true
Live Chat - Free Video Talk,DATING,4.7,14,21M,"5,000+",0,12/06/2015,20:06,1.3,4.1 and up,false
Geeks Dating,DATING,NaN,0,13M,50+,0,19/01/2017,9:41,1,4.1 and up,true
Live chat - free video chat,DATING,NaN,1,8.7M,500+,0,19/09/2018,10:05,3.52,4.0.3 and up,false
House party - live chat,DATING,1,1,9.2M,10+,0,16/06/2019,0:17,3.52,4.0.3 and up,true
Fishing Brain & Boating Maps Marine,DATING,NaN,3,6.9M,500+,0,22/08/2019,2:14,1,4.0.3 and up,false
CAM5678 Video Chat,DATING,NaN,0,39M,500+,0,26/01/2017,17:00,5.5.8,4.0.3 and up,true
Video chat live advices,DATING,NaN,0,8.0M,100+,0,03/10/2021,6:24,1,3.0 and up,true
chat live chat,DATING,NaN,24,3.9M,"1,000+",0,26/12/2018,22:21,1,4.0 and up,true
Pet Lovers Dating,DATING,NaN,0,14M,10+,0,21/06/2021,19:03,1,4.1 and up,false
Friend Find: free chat + flirt dating app,DATING,NaN,23,11M,100+,0,18/04/2018,8:09,1,4.4 and up,false
Latin Dating,DATING,NaN,0,13M,10+,0,31/05/2018,15:21,1,4.1 and up,false
Spine- The dating app,DATING,5,5,9.3M,500+,0,17/07/2015,15:35,4,4.0.3 and up,true
Online Chat Girls Meet,DATING,4.7,18,5.0M,500+,0,02/03/2017,0:32,8.2,4.0.3 and up,false
Wifi Mingle,DATING,NaN,0,10.0M,10+,0,11/09/2015,21:34,1.3,4.4 and up,false
Girls Live Talk - Free Text and Video Chat,DATING,5,6,5.0M,100+,0,24/07/2018,20:50,8.2,4.0.3 and up,false
Soy Luna - Top Music And Lyrics,DATING,NaN,1,5.0M,100+,0,22/03/2017,12:03,1,4.0.3 and up,true
When Will You Get Married,DATING,NaN,2,3.6M,10+,0,02/12/2020,9:55,1,4.0.3 and up,false
HOW TO ASK A GIRL OUT,DATING,NaN,0,19M,10+,0,07/04/2018,14:25,1,4.0.3 and up,false
Online Girls Chat Group,DATING,5,5,5.0M,100+,0,10/08/2020,17:30,8.2,4.0.3 and up,true
The DJ - Match with People,DATING,NaN,0,9.8M,50+,0,08/12/2018,10:07,1.2,4.1 and up,true
Toronto Dating,DATING,NaN,0,14M,100+,0,06/03/2020,6:40,1,4.1 and up,true
i miss you quotes and photos,DATING,NaN,0,5.0M,100+,0,02/08/2017,9:24,1.0.7,4.0 and up,false
JoJo Siwa Top Hits Music,DATING,NaN,0,4.9M,10+,0,28/05/2017,1:31,1,4.0.3 and up,true
UK Girls Mobile Numbers,DATING,3,1,5.5M,500+,0,11/08/2019,4:49,1,4.0.3 and up,false
chat saudi arabia,DATING,4.1,11,11M,"1,000+",0,07/04/2015,13:29,1.1,4.0 and up,false
Chat Click - Dating Search,DATING,NaN,4,3.8M,500+,0,14/01/2018,7:06,1,3.0 and up,true
Iraq love chat,DATING,NaN,14,5.0M,50+,0,20/02/2018,4:43,8.2,4.0.3 and up,false
Healthy Relationships Guide,DATING,NaN,0,8.2M,1+,0,22/01/2020,14:57,2,4.0.3 and up,false
following,DATING,NaN,1,21M,10+,0,20/07/2019,6:03,1.0.3,4.2 and up,false
Gods by Night,DATING,NaN,104,12M,"1,000+",0,21/01/2019,8:29,3.5.4.2.3,4.1 and up,true
PlusOne,DATING,NaN,0,10M,1+,0,18/04/2015,1:33,1.1.1,4.2 and up,true
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,NaN,14,3.3M,50+,0,06/08/2019,6:33,1.6,4.1 and up,true
Speeding Joyride & Car Meet App,DATING,5,3,25M,100+,0,03/04/2019,5:32,1.2.9,4.1 and up,false
LOBSTR - go on a lunch date,DATING,3.7,101,15M,"10,000+",0,05/02/2018,1:14,2,4.1 and up,true
Titanic App - Feminist Dating Application,DATING,4.5,120,10M,500+,0,18/03/2015,0:58,1.5-beta,5.0 and up,true
French Chat Room,DATING,4.2,24,4.9M,"1,000+",0,10/02/2018,23:23,1,4.0.3 and up,true
Soul Mate,DATING,NaN,0,4.4M,10+,0,14/04/2019,14:35,4.5.0,4.0.3 and up,false
Diamond Engagement Rings,DATING,NaN,0,3.5M,5+,0,26/09/2019,9:24,6.1,4.0 and up,true
Dating Tips For Men,DATING,NaN,0,7.8M,10+,0,16/02/2018,20:49,3,4.0.3 and up,false
Halalguur,DATING,4.3,6,9.0M,100+,0,06/03/2019,23:56,3.7,4.0.3 and up,false
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15M,"1,000,000+",0,30/10/2018,12:53,8.7.2,4.2 and up,true
Just She - Top Lesbian Dating,DATING,1.9,954,19M,"100,000+",0,04/09/2015,21:57,6.3.7,5.0 and up,true
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56M,"100,000+",0,05/05/2020,0:55,2.5.2,4.1 and up,false
O-Star,DATING,4.4,59,38M,"5,000+",0,03/02/2016,11:55,1.0.1,4.3 and up,true
Random Video Chat,DATING,NaN,3,16M,"1,000+",0,10/03/2019,0:04,4.2,4.0.3 and up,false
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",0,16/01/2018,15:21,1.9.7,4.4 and up,false
Howlr,DATING,3.9,105,27M,"5,000+",0,02/10/2016,11:08,1.0.4,4.4 and up,false
Find Lover,DATING,NaN,21,4.7M,"1,000+",0,12/07/2020,15:34,1.0.2,4.0.3 and up,false
Free Dating & Flirt Chat - Choice of Love,DATING,4,42197,Varies with device,"5,000,000+",0,23/07/2015,21:29,Varies with device,Varies with device,true
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,0,05/12/2015,17:26,2.5,4.0.3 and up,false
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,0,02/10/2021,1:06,1,4.0.3 and up,false
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5168,25M,"100,000+",0,04/11/2017,20:25,3.8.75a,4.0.3 and up,false
BBW Dating & Plus Size Chat,DATING,4.4,12633,29M,"1,000,000+",0,10/02/2021,14:58,3.5.0.1,4.1 and up,false
"2Date Dating App, Love and matching",DATING,4.4,41605,8.1M,"500,000+",0,30/11/2019,5:26,4813,4.0.3 and up,true
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",0,07/12/2016,6:53,1.4.0,4.4 and up,false
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",0,15/02/2018,20:24,5.2.9,4.1 and up,false
MouseMingle,DATING,2.7,3,3.9M,100+,0,09/02/2018,11:08,1.0.0,4.4 and up,false
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13M,"500,000+",0,28/05/2019,21:33,12.0.4,4.1 and up,true
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",0,28/09/2018,3:24,8.2,4.0.3 and up,false
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",0,28/06/2021,11:38,1,4.0.3 and up,false
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",0,02/10/2015,11:51,2.4,4.0.3 and up,false
Random Video Chat App With Strangers,DATING,NaN,3,4.8M,"1,000+",0,14/12/2020,19:12,1,4.0 and up,false
Teenage Chat & Dating,DATING,3.4,5,14M,500+,0,18/01/2022,23:15,1.2,4.1 and up,false
Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7M,"5,000+",0,01/03/2017,5:15,8.2,4.0.3 and up,false
Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,3.7M,"10,000+",0,22/03/2016,18:13,8.2,4.0.3 and up,true
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9M,"10,000+",0,30/10/2018,19:47,8.2,4.0.3 and up,false
Online Girls Chat,DATING,4.8,5323,3.5M,"50,000+",0,26/05/2019,9:25,8.2,4.0.3 and up,false
LIVE VIDEO TALK,DATING,4.7,478,4.5M,"10,000+",0,14/09/2016,7:19,8.2,4.0.3 and up,true
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,Varies with device,"100,000+",0,12/09/2018,3:07,1.0.5,4.0 and up,false
SkyLove – Dating and chat,DATING,3.5,69,36M,"5,000+",0,19/03/2016,11:33,1.0.82,4.4 and up,true
Free Live Talk-Video Call,DATING,4.7,158,4.5M,"10,000+",0,26/04/2021,23:32,8.2,4.0.3 and up,false
FindLoving,DATING,3.8,24,19M,"1,000+",0,02/09/2016,17:02,1.0.5,4.0 and up,false
Sugar Daddies Dating App,DATING,2.9,53,14M,"10,000+",0,07/08/2016,4:08,4.1,4.1 and up,true
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",0,08/07/2018,21:41,5.0.8,4.1 and up,true
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",0,17/04/2020,2:06,5.0.1,4.2 and up,true
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,7.9M,"1,000,000+",0,29/07/2016,10:43,1.23,4.0.3 and up,true
"Chat Mexico: meet people, flirt and friendship",DATING,NaN,8,9.3M,"5,000+",0,12/11/2021,5:00,3.7,4.0.3 and up,false
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,Varies with device,"100,000,000+",0,19/12/2016,2:43,"August 1, 2018",Varies with device,false
TED,EDUCATION,4.6,181893,18M,"10,000,000+",0,16/05/2021,5:23,3.2.5,4.1 and up,true
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,18M,"100,000+",0,01/01/2018,3:28,3.1,4.0 and up,false
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",0,14/03/2016,15:42,5.0.0,4.1 and up,false
Learn English with Wlingua,EDUCATION,4.7,314299,3.3M,"10,000,000+",0,03/09/2015,2:27,1.94.9,4.0 and up,false
Ai La Trieu Phu - ALTP Free,EDUCATION,NaN,776,24M,"100,000+",0,14/09/2019,10:24,1.5,4.0 and up,true
Princess Coloring Book,EDUCATION,4.5,9770,39M,"5,000,000+",0,01/09/2017,2:46,"February 25, 2018",1.2.8,false
Learn Spanish - Español,EDUCATION,4.7,32346,3.2M,"1,000,000+",0,12/09/2015,9:05,1.3.8,4.0 and up,false
English Grammar Test,EDUCATION,4.8,4075,5.1M,"500,000+",0,05/07/2018,18:23,2.1.8,4.0.3 and up,true
Speed Reading,EDUCATION,4.6,10611,11M,"500,000+",0,26/02/2016,13:39,2.3.7,4.0 and up,true
English for beginners,EDUCATION,4.6,9321,27M,"1,000,000+",0,08/04/2016,8:48,2.9.0,4.0 and up,false
Flame - درب عقلك يوميا,EDUCATION,4.6,56065,37M,"1,000,000+",0,30/10/2016,19:25,3.3,4.1 and up,true
Mermaids,EDUCATION,4.2,14286,Varies with device,"5,000,000+",0,10/04/2017,2:19,"April 26, 2018",Varies with device,true
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26M,"1,000,000+",0,23/06/2016,19:06,"July 20, 2018",2.16.11.10,true
Kids Mode,EDUCATION,3.8,2469,11M,"500,000+",0,07/01/2016,0:31,Varies with device,Varies with device,false
PBS KIDS Video,EDUCATION,4.2,36212,Varies with device,"5,000,000+",0,25/01/2016,12:36,"July 12, 2018",Varies with device,true
Dinosaurs Coloring Pages,EDUCATION,4.4,390,41M,"500,000+",0,29/04/2021,18:56,"February 3, 2018",1.1.6,false
Cars Coloring Pages,EDUCATION,4.4,1090,49M,"1,000,000+",0,16/04/2018,9:21,"February 3, 2018",1.2.0,false
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",0,06/08/2015,16:32,20.7.2,4.4 and up,false
Math Tricks,EDUCATION,4.5,342918,8.1M,"10,000,000+",0,09/06/2017,18:42,2.24,4.0 and up,false
Monster Truck Driver & Racing,EDUCATION,4.4,748,51M,"1,000,000+",0,30/06/2015,21:21,"January 19, 2017",1.0.9,true
Learn English Words Free,EDUCATION,4.6,172640,14M,"5,000,000+",0,28/04/2019,9:26,2.6.2,4.1 and up,true
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18M,"50,000+",0,01/09/2016,4:53,1.4.2,5.0 and up,false
English speaking texts,EDUCATION,4.4,1619,3.0M,"1,000,000+",0,11/04/2017,2:04,1.2,1.6 and up,false
Thai Handwriting,EDUCATION,4.3,3168,19M,"1,000,000+",0,20/05/2021,19:11,3.1,4.4 and up,true
THAI DICT 2018,EDUCATION,4.4,29855,Varies with device,"1,000,000+",0,27/11/2016,12:38,Varies with device,Varies with device,false
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22M,"1,000,000+",0,14/01/2019,1:50,2.51.0,4.0.3 and up,false
Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9M,"1,000,000+",0,01/10/2019,20:43,1.17,2.3 and up,true
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4,889,7.4M,"500,000+",0,30/03/2020,19:48,2.2.4,4.2 and up,false
Free intellectual training game application |,EDUCATION,4.2,5741,84M,"1,000,000+",0,18/03/2016,23:46,"July 25, 2018",3.7.0,true
ABC Preschool Free,EDUCATION,3.8,27572,25M,"5,000,000+",0,05/10/2015,20:41,"October 25, 2017",3,false
PINKFONG Baby Shark,EDUCATION,4.5,10852,18M,"1,000,000+",0,04/05/2015,0:34,10,4.1 and up,true
English words application mikan,EDUCATION,4.7,9888,Varies with device,"500,000+",0,13/12/2016,10:48,Varies with device,4.1 and up,true
Learn English for beginners,EDUCATION,4.5,1929,2.5M,"500,000+",0,21/02/2019,23:42,1.1,2.3 and up,true
Listen and learn English in seven days,EDUCATION,4.3,1516,3.9M,"100,000+",0,17/10/2019,17:40,3.1,4.1 and up,false
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,4.2,215301,Varies with device,"10,000,000+",0,28/06/2020,5:48,Varies with device,Varies with device,true
Learn English from Persian: Persian to English,EDUCATION,4.3,423,21M,"100,000+",0,22/01/2019,13:40,6,4.0.3 and up,true
English with Lingualeo,EDUCATION,4.7,254519,27M,"5,000,000+",0,12/11/2016,20:08,2.8.1,4.1 and up,false
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,"10,000,000+",0,03/07/2020,23:35,Varies with device,Varies with device,false
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",0,27/09/2020,10:06,5.0.0,4.1 and up,true
TED,EDUCATION,4.6,181893,18M,"10,000,000+",0,28/11/2019,4:34,3.2.5,4.1 and up,false
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,"10,000,000+",0,18/12/2021,1:52,Varies with device,Varies with device,false
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",0,12/09/2018,22:24,5.0.4,5.0 and up,true
Coursera: Online courses,EDUCATION,4.4,90481,Varies with device,"5,000,000+",0,20/04/2017,21:12,Varies with device,Varies with device,false
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,10M,"1,000,000+",0,30/12/2020,11:18,2.15.1,4.1 and up,false
Elevate - Brain Training Games,EDUCATION,4.5,248912,Varies with device,"5,000,000+",0,08/03/2016,22:39,Varies with device,Varies with device,true
NeuroNation - Focus and Brain Training,EDUCATION,4.5,248555,Varies with device,"5,000,000+",0,18/06/2019,4:03,"May 23, 2018",Varies with device,false
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,4.2,215301,Varies with device,"10,000,000+",0,11/11/2018,22:40,Varies with device,Varies with device,false
Peak – Brain Games & Training,EDUCATION,4.4,272145,Varies with device,"10,000,000+",0,29/05/2017,13:43,"August 3, 2018",3.14.15,false
Memorado - Brain Games,EDUCATION,4.4,56897,97M,"1,000,000+",0,16/10/2016,19:58,"January 16, 2017",1.10.0,true
Lynda - Online Training Videos,EDUCATION,4.2,8599,17M,"1,000,000+",0,14/12/2016,0:53,4.9.10,4.1 and up,false
Brilliant,EDUCATION,4.5,41185,Varies with device,"1,000,000+",0,13/01/2020,12:58,Varies with device,Varies with device,true
CppDroid - C/C++ IDE,EDUCATION,4.1,29980,Varies with device,"1,000,000+",0,15/10/2020,7:58,Varies with device,Varies with device,true
Quiz&Learn Python,EDUCATION,4,304,2.0M,"10,000+",0,08/02/2019,5:07,1.3.0,4.0 and up,true
C++ Tutorials,EDUCATION,4.1,358,1.9M,"50,000+",0,07/05/2015,13:51,1.1,2.3 and up,false
C++ Programming,EDUCATION,4.3,11904,1.8M,"1,000,000+",0,10/09/2021,14:28,2,2.3 and up,true
C Programming,EDUCATION,4.3,22251,1.8M,"1,000,000+",0,02/04/2016,13:28,3,2.3 and up,true
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",0,08/06/2018,16:52,4.7.0,5.0 and up,false
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",0,25/05/2016,9:05,5.0.4,5.0 and up,false
Learn C++,EDUCATION,4.6,73404,5.3M,"1,000,000+",0,02/06/2021,3:22,4.5.2,4.0 and up,true
Learn programming,EDUCATION,4.1,12733,Varies with device,"1,000,000+",0,11/07/2018,14:49,Varies with device,Varies with device,true
Learn JavaScript,EDUCATION,4.6,25183,5.4M,"1,000,000+",0,22/03/2020,0:01,5.7.2,4.0 and up,true
Learn Java,EDUCATION,4.7,52743,5.4M,"1,000,000+",0,27/01/2018,20:05,3.5.2,4.0 and up,false
Learn HTML,EDUCATION,4.7,61749,5.4M,"1,000,000+",0,16/05/2019,1:12,5.5.2,4.0 and up,true
"Programming Hub, Learn to code",EDUCATION,4.3,55704,15M,"1,000,000+",0,13/06/2017,2:35,4.2.8,4.1 and up,false
Learn SQL,EDUCATION,4.7,19277,5.3M,"1,000,000+",0,28/04/2015,14:19,3.4.2,4.0 and up,true
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48M,"100,000+",0,11/08/2017,5:12,7.2.3633,4.4 and up,true
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4M,"1,000,000+",0,27/04/2020,15:45,1.8.1,4.1 and up,false
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47M,"100,000+",0,03/08/2019,11:14,7.2.3634,4.4 and up,false
Pocket GMAT Math,EDUCATION,4.3,656,556k,"10,000+",0,03/11/2017,16:16,1.1,2.2 and up,true
GMAT Question Bank,EDUCATION,4.2,240,29M,"10,000+",0,30/06/2015,23:06,1.2.0,2.3.3 and up,true
GRE Tutor,EDUCATION,4,275,2.3M,"50,000+",0,05/03/2021,15:21,2.9,2.1 and up,false
GRE Flashcards,EDUCATION,4.5,13791,Varies with device,"500,000+",0,01/11/2018,13:32,Varies with device,Varies with device,true
"play2prep: ACT, SAT prep",EDUCATION,4.2,3692,4.4M,"100,000+",0,28/11/2019,6:47,4.1.3,2.3.3 and up,false
SAT Test,EDUCATION,4.1,2363,6.6M,"100,000+",0,23/06/2021,22:14,2.48,4.0 and up,true
GMAT Math Flashcards,EDUCATION,4.4,1769,Varies with device,"100,000+",0,19/08/2019,17:45,Varies with device,Varies with device,false
Pocket SAT Math,EDUCATION,4,430,526k,"10,000+",0,28/02/2020,8:18,1.2,2.1 and up,true
TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12M,"100,000+",0,20/05/2016,14:38,3.2.0,4.1 and up,true
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,Varies with device,"100,000+",0,17/08/2019,13:06,Varies with device,Varies with device,false
GRE® Flashcards by Kaplan,EDUCATION,4,316,29M,"50,000+",0,16/12/2015,21:55,1.4,4.0 and up,false
SAT Vocabulary,EDUCATION,4.2,642,Varies with device,"50,000+",0,24/02/2017,10:03,Varies with device,Varies with device,false
Magoosh GMAT Prep & Practice,EDUCATION,4.3,1058,Varies with device,"100,000+",0,26/11/2020,13:20,Varies with device,Varies with device,true
SAT Flashcards: Prep & Vocabulary,EDUCATION,4.2,2277,Varies with device,"100,000+",0,19/05/2017,13:03,Varies with device,Varies with device,false
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",0,28/10/2019,8:21,5.0.0,4.1 and up,false
TED,EDUCATION,4.6,181893,18M,"10,000,000+",0,17/11/2020,6:17,3.2.5,4.1 and up,true
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",0,09/06/2021,12:02,"August 1, 2018",Varies with device,true
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,"10,000,000+",0,20/08/2016,4:49,Varies with device,Varies with device,true
Coursera: Online courses,EDUCATION,4.4,90481,Varies with device,"5,000,000+",0,28/11/2016,13:13,Varies with device,Varies with device,true
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",0,30/09/2020,3:13,5.0.4,5.0 and up,false
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",0,06/06/2018,21:42,4.7.0,5.0 and up,false
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32380,10M,"1,000,000+",0,08/03/2017,23:22,2.15.1,4.1 and up,false
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76M,"5,000,000+",0,16/02/2017,0:26,"June 27, 2018",5.2.1,false
Google Classroom,EDUCATION,4.2,69493,Varies with device,"10,000,000+",0,14/06/2016,0:29,Varies with device,Varies with device,true
Lynda - Online Training Videos,EDUCATION,4.2,8599,17M,"1,000,000+",0,26/04/2017,6:27,4.9.10,4.1 and up,false
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107884,Varies with device,"10,000,000+",0,21/07/2021,4:09,Varies with device,Varies with device,false
Brilliant,EDUCATION,4.5,41185,Varies with device,"1,000,000+",0,08/05/2016,1:22,Varies with device,Varies with device,true
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18M,"1,000,000+",0,07/07/2021,22:03,0.29.74,4.4 and up,false
Babbel – Learn Languages,EDUCATION,4.3,266935,21M,"10,000,000+",0,19/04/2018,22:41,20.7.2,4.4 and up,true
Learn English with Phrases,EDUCATION,4.2,5695,Varies with device,"1,000,000+",0,31/05/2021,21:56,Varies with device,Varies with device,false
Free english course,EDUCATION,4.7,142632,6.9M,"5,000,000+",0,17/04/2021,1:32,2.8,4.1 and up,true
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",0,21/05/2017,22:02,"August 1, 2018",Varies with device,false
Learn 50 languages,EDUCATION,4.4,55256,14M,"5,000,000+",0,02/07/2017,10:32,10.9.1,4.0 and up,true
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",0,17/03/2020,11:06,"June 27, 2018",5.2.1,false
Babbel – Learn Spanish,EDUCATION,4.4,54798,11M,"1,000,000+",0,17/07/2017,21:29,20.7.2,4.4 and up,false
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19M,"500,000+",0,24/03/2019,18:47,4.2.3,4.2 and up,false
Learn English with Aco,EDUCATION,4.6,75112,6.5M,"1,000,000+",0,16/11/2015,17:03,2.09,4.1 and up,false
Learn to Speak English,EDUCATION,4.4,33646,7.0M,"1,000,000+",0,05/03/2017,6:31,2.3.9,4.0 and up,true
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,"10,000,000+",0,11/03/2017,17:44,Varies with device,Varies with device,true
Learn English with Wlingua,EDUCATION,4.7,314300,3.3M,"10,000,000+",0,09/01/2020,22:54,1.94.9,4.0 and up,false
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21M,"10,000,000+",0,04/10/2020,4:47,13.9.0.161,5.0 and up,false
My Class Schedule: Timetable,EDUCATION,4.1,9348,Varies with device,"1,000,000+",0,07/08/2019,22:16,Varies with device,Varies with device,false
Study Checker,EDUCATION,4.2,3816,2.6M,"500,000+",0,23/01/2016,19:46,3.6.0.115_FN,2.3 and up,true
My Study Life - School Planner,EDUCATION,4.3,47847,21M,"1,000,000+",0,05/07/2020,10:06,6.1.3,4.0.3 and up,true
HomeWork,EDUCATION,4.3,16195,5.2M,"1,000,000+",0,06/11/2020,5:42,8.5.2,4.0 and up,false
Next Gen Science Standards,EDUCATION,4.3,206,18M,"50,000+",0,25/03/2015,11:07,1.12.1,2.3 and up,false
myHomework Student Planner,EDUCATION,4,28392,Varies with device,"1,000,000+",0,11/03/2017,10:28,Varies with device,Varies with device,true
Teacher's Gradebook - Additio,EDUCATION,4.2,3241,16M,"100,000+",0,14/05/2017,8:33,4.8.2,4.0.3 and up,true
Common Core,EDUCATION,4,835,15M,"100,000+",0,29/12/2018,5:57,2.3.1,2.3 and up,false
Homework Planner,EDUCATION,4,2525,1.2M,"100,000+",0,07/10/2016,15:09,15.9.4,4.0 and up,true
TeachersPayTeachers,EDUCATION,3.8,828,Varies with device,"100,000+",0,07/10/2015,15:22,Varies with device,Varies with device,true
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,"10,000,000+",0,12/05/2019,14:06,Varies with device,Varies with device,false
Edmodo,EDUCATION,4.1,200058,18M,"10,000,000+",0,12/10/2019,4:56,9.12.5,4.0.3 and up,true
Socrative Teacher,EDUCATION,3.9,1239,1.8M,"100,000+",0,29/05/2020,22:13,4.4.1,3.2 and up,true
Training schedule - AllUniver,EDUCATION,4.1,702,7.6M,"10,000+",0,01/07/2015,14:33,5,4.4 and up,true
Remind: School Communication,EDUCATION,4.5,108613,Varies with device,"10,000,000+",0,13/11/2018,18:20,Varies with device,Varies with device,true
